quizzes,solutions
700500000002003004003206910000304000008007002090000105026409500800005006000030000,789541263612793854453286917271354689568917342394862175126479538837125496945638721
097000050000200000000001900061800000030006840052000003010090070000010080006703004,297368451145279638683451927461835792739126845852947163318594276574612389926783514
050000009000165000006040100800000021091530000700000000000807003309400700000050090,154728369938165247276349185863974521491532876725681934542897613389416752617253498
005068020600000004040000010070090081080005000502700009800100000000027400300000007,715468923638219754249573816473692581981345672562781349897134265156927438324856197
030007060900260050004000902807005200040108000050900008790000000000001009000000675,532897164918264357674513982867435291249178536153926748795642813386751429421389675
400000600002000081800600200006803700000950000200006098500079000380400500020000074,493182657762345981851697243946823715178954362235716498514279836387461529629538174
000003008080100970107000036700206000090030000001000000263000004004010200008000300,429673518386154972157829436735246891892731645641985723263597184574318269918462357
002000030000800106037600008015006002000001300800209000000900873000000040078100200,682415937594837126137692458915346782726581394843279615251964873369728541478153269
568030000002005000000000000700200038000807409000090060096070013000003040000016087,568139274312745896947628351759264138631857429284391765896472513175983642423516987
504090600090000000060010030000060009400003010010020840600570000001800000200000084,584397621193256478762418935827164359456983712319725846648571293931842567275639184
070080926800190000000600850410960000096000040000040000000310005001000697040000300,175483926862195734934627851418962573796531248253748169627319485381254697549876312
500010000000530000072086000021000700700208060006790204600000030000070009003000140,538912476164537982972486513421653798759248361386791254647129835815374629293865147
450030007000010090000709500002068000700000032006000000200100000004000020630500480,459836217827415396163729548512368974748951632396247851285194763974683125631572489
380001400070000090005000030050039100001400080890000002500008024000600000100054070,382971465476583291915246837257839146631425789894167352563718924748692513129354678
690000004007800090000070132003094080000008000005000400306000005509700020021000000,692315874137842596458679132213594687974168253865237419386921745549786321721453968
006007009070040000320000086001074000000000201005060400000000100000806000007010005,816237549579648312324591786291374658463985271785162493958723164142856937637419825
000900600380050200100008039040000300003000085010020000000890000400061020000502700,274913658389456271156278439547189362923647185618325947732894516495761823861532794
030100008200000365000056000000631000045002700600000000002000504000005690007000010,536127948271948365489356172728631459145892736693574821962713584314285697857469213
470000000003000049065008007030107800007005031002003060010009070000000000000651900,471932658283576149965418327536147892897265431142893765618329574359784216724651983
006084000090070000004309000900050104000902000050040020340001600600000500000007931,136284795892675413574319286923758164461932857758146329349521678617893542285467931
009000000000700603000840700300100007200090005010200086000020000602301050908000000,179632548824715693563849712395186427286497135417253986751928364642371859938564271
090000060000000000008174000000200900050008073010050008083000000200090050000807304,197583462435962781628174539876231945952648173314759628783415296241396857569827314
020000300000050002090300018030007054002009000000420100000740030300000840805000006,124896375783154962596372418931687254472519683658423197269748531317265849845931726
030060004000400960000000058090000000100803500403200080001000700370000019005901800,539168274718425963624397158892756341167843592453219687981634725376582419245971836
060000080908010027000300005006000009000100500800049710070000004034071002000060900,365297481948615327712384695156738249497126538823549716279853164634971852581462973
500000090000000023300800547409320800058004000000180000200000084070009060030000000,542637198987451623316892547469325871158974236723186459291563784874219365635748912
400000700000000028700100003170003604000790000005400030850007009090850001000019300,419238756536974128728165943172583694384796512965421837851347269693852471247619385
000000700002030450065070021050006000030000500210008067000000000980060000003017002,491582736872631459365974821759146283638729514214358967126495378987263145543817692
080500100730010500000706004000040206600000000075209000950020603300901002007000000,489532167736814529521796834893145276642378951175269348958427613364951782217683495
070005089800307001050000300000000400000038092000162050090023000210070000400900000,173245689826397541954816327382759416561438792749162853698523174215674938437981265
802000004050300000004900200000200603400000000600730040000000100009120007070000830,892517364156342798734986215917254683423869571685731942548673129369128457271495836
000000030900800002406009008000090086020500000000306015090402000065000027004070009,582647931973851642416239578351794286627518394849326715798462153165983427234175869
700030960000000800038070002060020700000050410090001003000200000450010009976500000,715832964249165837638479152861324795327956418594781623183297546452618379976543281
593700000070060000210005700065008300000002004100056000008500031000000500000000208,593721846874369125216845793465978312987132654132456987628597431741283569359614278
000030000105000008004058090007080200608003000050942000089000000000000059002400001,876139524195274368234658197947586213628713945351942786589361472413827659762495831
100260305048075000002000000081040600000019070000000020050000100000806040000100057,179264385648375912532981764781542639325619478496738521853427196917856243264193857
700080100000700000008200300080000030302010950906004000000000203020648010000020008,759483126231769485648251397485972631372816954916534872867195243523648719194327568
400005000000100002062008005620000000000000980108300060805006030070000000910004806,431725698589163472762948315627489153354612987198357264845296731276831549913574826
900082005280000004007000006090500200400060070053070000004016000000300017000005000,946182735285637194137954826798543261412869573653271948824716359569328417371495682
067000010040002008800003070004200009050039000000500020700006800000010000012700360,567894213143672958829153476674281539251439687398567124735926841486315792912748365
070090820009074060200006000930020008008000093050300102000000000000500016800047000,675193824389274561241856379934721658128465793756389142563912487497538216812647935
006000003030500000207000000000004009060305020000780401700400210002009007400200000,546912873831547692297638154378124569164395728925786431789463215612859347453271986
400200093070000000002000061069007004003180000007306900000090310000701000050000040,486215793175963482392478561869527134543189276217346958728694315634751829951832647
290700100000030000500400020005301000080090640060000090000000700030070960020908000,294785136816239457573416829945361278382597641761824593159643782438172965627958314
040007560050609002000000800204850000000000600001900020080000037030200000007005408,942187563358649712716532849264853971593721684871964325185496237439278156627315498
700100000003408500000002709600000008000000200410000050900713060300000070004680020,745196382293478516861352749629547138537861294418239657982713465356924871174685923
002000060008500200500470031003080100000140006000000070050009000300600700409008050,732891564148536297596472831963287145275143986814965372657329418381654729429718653
000000030400000000028000407200003090100700002009020065891300040000106000050000000,916274538437518629528639417275863194164795382389421765891357246742186953653942871
804009170900005068570000200000001090000000000020700006000050980000600004098100007,834269175912375468576814239647521893385946712129783546263457981751698324498132657
010207300800050062000008107005480009000720000000900003060039800000002000700000050,416297385897351462352648197175483629943726518628915743261539874584172936739864251
081600030090003065070009200060870020700020000100000703000005001000000300002008000,581642937294713865673589214365874129749321658128956743837265491456197382912438576
034060000200000060000007200406305902310006050002010003709051040000000005001004020,134562897278943561965187234486375912317296458592418673729851346643729185851634729
007100000420005007001070306200000100000003050000402703308000000506940000700081000,867134529423695817951278346235769184674813952189452763398526471516947238742381695
050900000204000085600030002000020017000000000830100050500600040010500700760008000,351982674294761385687435192945326817172859463836174259523617948418593726769248531
000040090630090201000300056000030000180002600203009000016000080000007900700280000,521746398634895271978321456467138529189572643253469817316954782842617935795283164
350209000029630000000007000700000190000100200980000004000000806000780450015000000,357249681129638745468517329742865193536194278981372564274953816693781452815426937
000000000046005070009700032008402000000003007002900100193507800080060003000009000,327691584846235971519748632758412369961853427432976158193527846285164793674389215
056004007004000000030000500002403000090010600000080003060200070007005410900008306,156824937784359261239176584572463198398517642641982753463291875827635419915748326
600030800000007500053000004738409000900000000000018000070000020500040107010090030,627534891489127563153986274738459612941672358265318749374861925596243187812795436
071000093009000407500000100800032904000064350000057000000000201400006000103000040,271648593639521487548379126856132974917864352324957618785493261492716835163285749
008005042200600500907300080800000009002009070700040100000863000100007030080000060,638915742241678593957324681865731429412589376793246158579863214126497835384152967
005000000090236407300000000070800040001900360000000900400601000000490280800002000,725149836198236457364758129976813542541927368283564971432681795617495283859372614
012008700600001003050000009006005400007600038038000060003000004700002000080700050,312958746679241583854367219196835427547629138238174965923516874765482391481793652
079050000000000005420600390000030000746000000030400861587001000000000010360002000,879354126613829745425617398158236974746198253932475861587961432294583617361742589
000018000300200860200000050000070204495000070000006003020000900007803000510004300,769518432351247869284639751836175294495382176172496583623751948947823615518964327
000607800608150040020000000350001007000000000007005403100003700705800600060000090,439627851678159342521348976356491287842736519917285463184963725795812634263574198
600000300001000020004200079000185000060002500070009000000096003059000061800004000,682971345791453628534268179243185796968732514175649832417596283359827461826314957
000802600017006000600070000009300400030201050500000006900000000050907020004010900,345892671817456293692173548769385412438261759521749386983524167156937824274618935
000062090000000605000700800050870401300401000000000007900030000005020070042500006,583162794724389615196745823259873461367451289418296357971638542635924178842517936
003002000769030002000000040800000009000049060400068000375000100600001720001003004,543682971769134582218795346856217439132549867497368215375426198684951723921873654
709200080100870000000000500806390020000040008000000103600005000002000304014007000,739256481165874239428913576846391725351742698297568143683425917572189364914637852
030900020160004980042100000000000700080002000000403890400081250000005049300000000,538967421167254983942138567294816735783592614651473892479381256816725349325649178
800000700000370100010002008005100600100063400000050007500004800900000061200700090,853691742429378156716542938345187629197263485682459317561924873974835261238716594
017604030092000004000700000960100000003060400040030050006000503000501070070000008,817624935692853714354719862968145327523967481741238659186472593439581276275396148
000000400504106809000080000000000000300009007000742008901620000080090010600400302,819275463524136879763984251278361945346859127195742638931627584482593716657418392
080004030700030500024010060000000000200075000930000450000001800560000040000209000,685924731719836524324517968156492387248375196937168452492651873561783249873249615
030040070700102300090000080000000005047060230020000067203009000000400890000307000,632548179758192346491736582869273415147965238325814967213689754576421893984357621
000000060005104703090800005000300090000246000270000006048003002052400010000000009,421537968865194723793862145516378294389246571274951836948713652652489317137625489
201080000000590200053000000000005004000018500084060000300720040090000030402000607,271386495648597213953142768126975384739418526584263971365721849897654132412839657
005300907010020080320009001601000000240000600003080040000005002900000006050400000,865341927719526384324879561691754238248193675573682149486935712937218456152467893
003901000200700400800006000734000100500100000001004020000502709007000600000060082,473921856296758431815346297734295168562183974981674523648532719327819645159467382
000000600348060000000490301006000450410009000000840000001000090000702860802000005,129375684348261579765498321986123457417659238253847916631584792594712863872936145
010009000000070050000400879037050400090006030400030002040300080006000005000600920,718529364964873251523461879637952418892146537451738692249315786386297145175684923
702106005100000000000032800500080600009500700000009002030060078005000036000900000,782196345163458297954732861527384619649521783318679452431265978295847136876913524
074050013001070040090000020015000000000000937000807001009465000000000000000029305,674952813321678549598134726715293468482516937963847251839465172257381694146729385
809600020006270000020003600052800730000000008080500040090005200100020090007400060,879654321316278459524913687952841736643792518781536942498165273165327894237489165
000004209000027410800030006050400090003052004270001000007006000000010500010000020,731564289965827413842139756658473192193652874274981635587296341429318567316745928
000010507000007960002000003090060302006050000835400000080004000000026000060700290,643819527518237964972645183497168352126953478835472619281594736759326841364781295
000600000000005100820001009200000903650030002030050008000004270000013004010009300,147692835396485127825371469278146953651938742439257618983564271762813594514729386
002800000603070490040030070010000805800005200000300900400200000001047003000000060,792864351653172498148539672217496835839715246564328917476253189981647523325981764
004010000010300090060000710000204009007065240000900006700602900006700800050003000,274519368518376492369428715635284179897165243142937586783642951926751834451893627
097302000802006000001590006078000000000100000105004208900000501000200040000001060,697312485852476913431598726378629154249185637165734298926843571513267849784951362
702000000001603050000000700070006000000800400504910200010050800003200060050000004,792548613481673952365192748178426395629835471534917286216754839943281567857369124
000200907800000000006400310020006000009010500701003060000009200438000090000000670,314268957895137426276495318523986741689714532741523869167359284438672195952841673
009070000006001004080004200000010008167405000090300000014007960903000040000000005,249678531356291784781534296432719658167485329895362417514827963973156842628943175
000019004000508300002004080070000610028000003600901000000400970040050206000102000,836719524714528369592364187479283615128645793653971842285436971941857236367192458
021637000070002000008500200010000097002090304905070000000008006306000009080000100,421637958579182463638549271813426597762895314945371682194258736356714829287963145
030026070205100000090030001000000230900000400060800007300007000000015060058003000,134526879275198643896734521581479236927361485463852197312687954749215368658943712
000801300321000740000000000063980000207000905090000080040010800000500024030004500,476821359321695748958473162563982417287146935194357286645219873719538624832764591
000500094001068050605000000000091000008000401000400060706034020800000000000009073,283517694941268357675943218462391785598726431317485962756834129839172546124659873
009001060070050020005204070300905004010037002006102000000003000004000306900006000,249371865671859423835264179327985614418637952596142738762493581154728396983516247
000800000030004000040620500096043700070010609005000030000070950059000008200000400,527839164638154297941627583896243715372518649415796832184372956759461328263985471
300710000060002800000409050000001300000000042100640900009000000650300000420000518,385716429964532871217489653748291365596873142132645987879154236651328794423967518
053008000070000000008020500800740006000005000710006840960007020000200005000600087,153978264472563918698421573839742156246185739715396842964857321387214695521639487
107809000062000091000000300000080057900360210000150000430000000501000760008090000,147839526362745891859216374613982457975364218284157639436571982591428763728693145
003080060000400005010000004000075008000010700200304000000009106609001000370500090,453187269796423815812956374134675928965812743287394651528749136649231587371568492
020000400000003006000600000230008900009201050001500003600700009004006005500940070,326857491497123586158694732235468917769231854841579263682715349974386125513942678
006137000000020000387000020000006580170000090000370002610005000000000030020080050,296137845541928763387564129932416587174852396865379412613245978758691234429783651
009100000010000200600000800003070400580002007400930508970200030000700025005000000,859127643714683259632549871193875462586412397427936518978254136341768925265391784
350006000000000803409700560000609704002300000700020600074200300006000002030075000,358416297167592843429783561813659724692347158745821639974268315586134972231975486
061004005980030000000000200408000070020300600000090020030409006000170900000650800,761924385982536147354817269498261573527348691613795428235489716846173952179652834
950007008607010200801000040000000000705000000400090065500168004000029803000070000,952647138647813259831952647316485792795236481428791365573168924164529873289374516
600009400005000001000800602703008900000013008000600000094000007050094000000230100,671329485285467391439851672723548916546913728918672534394186257152794863867235149
500000300000000061032000980000201046020007010000900070008030400041008000003000000,576819324489523761132674985397281546625347819814965273258136497941758632763492158
901006020020000509000900008069200003004070600500100400008007000056030000000001005,981756324327418569645923718769284153814375692532169487198547236456832971273691845
008020900201078600300000002070009360000540010900000250000006090000000400080300000,658423971241978635397165842572819364863542719914637258425786193739251486186394527
040031850005000009000080703080004000074000000000310200020008030007000000000045060,749631852835472619612589743183924576274856391956317284421768935567193428398245167
007080030896000000000700002004000001010200700279100080000097350000400000050032000,427981635896523147531764892684379521315248769279156483142897356963415278758632914
050000000983001002600000390240380000006502000000000700029003100400000500300017000,752934861983761452614825397247389615136572948598146723829653174471298536365417289
000300001000047050000610008008062005000001070516000040490000000083290000005800000,654328791821947356739615428978462135342581679516739842497156283183294567265873914
090004050400005130000910800000020600000800000000007501070060002028500007640000900,891734256467285139532916874754321698216859743389647521975468312128593467643172985
500002070732650000040000000007005306009000800805090004000060905000010480094000000,581342679732659148946871523427185396319426857865793214178264935653917482294538761
076000900300028000009000032007300009020084050540207000000001007000500000104000500,276143985315928674489756132867315249923684751541297368652431897798562413134879526
030000500021004390800000700002100000000000005697080400006000000400060107000320060,934278516721654398865913742542137689318496275697582431286741953453869127179325864
043000807007080006050190000004006000089700005620800000070900000000001503000600008,143562897297483156856197342714356289389724615625819734572938461968241573431675928
000800060030070049006009350013000000800400000600003500000090214000620000004107000,459831762238576149176249358513962487897415623642783591765398214381624975924157836
700630050034000009900000000096150007002700105000400000070080020800000500200017090,718639452634275819925841736396158247482793165157462983571986324869324571243517698
108030204000000057000000003310420605060190000400000000280603500546019000030000000,178935264623841957954762813317428695865197432492356781281673549546219378739584126
105000060090706002070500940504009080000000000037600010059002000703810600600000000,145293768398746152276581943564139287912478536837625419459362871723814695681957324
570004020000086100008000070020500000000001560300000000090000200010690053050208010,576314928942786135138925674421569387789431562365872491897153246214697853653248719
120800060000010002009000400040007003370006000005120004708050000000000957090400000,123894765467315892859762431642987513371546289985123674738259146214638957596471328
001850000067103000002900004053008002000016007100200080690000700008000090300000008,931854276467123859582967314753498162829316547146275983694582731278631495315749628
500010040020008005083500060040020670000103000010000000800200416000000080005600900,597316248624798135183542769348925671752163894916874352839257416261439587475681923
000001007583006000010200300000468009030900040007100000002000590000000083809004000,296381457583746912714295368125468739638972145947153826362817594471529683859634271
500046207080200100002000006356007900000001065800000000430009002007062003000000000,513946287684273159972518436356487921749321865821695374438759612197862543265134798
000090000080100250060802401035401070000000000010370000006700003540000000800210060,152694387489137256367852491635421879794586132218379645926748513541963728873215964
054000010030600005009000070000008000027000001000060730500803090400095020001000300,754389216832617945169452873315278469627934581948561732576823194483195627291746358
006000002100076030900000050000020000004005370700000014000092861500700000091080700,876953142145276938923148657319427586264815379758639214437592861582761493691384725
000000200038006000659040001000300100020000956000001007010094005046000000700005000,174583269238916574659247831467359182321478956985621347813794625546132798792865413
060001004400500000785004000030806000200000085040000070009050007850000002000040069,963781254421563798785924613537896421296417385148235976619352847854679132372148569
010008040020001080400700050600000490900007001000000200050030700003400000800002013,716258349325941687498763152637125498942687531581394276159836724273419865864572913
000500004009200007270304000000060052062800000400000700000005080900040010001000005,638597124149286537275314896897461352562873941413952768724135689956748213381629475
000400200000016700090000000068020000300507600000000402802000006000260010004030509,186475293243916758597382164468123975329547681751698432812759346935264817674831529
000000230600100408800590000000700960050061072000020000000308040004000700170005020,541687239697132458832594617218753964459861372763429581925378146384216795176945823
006000070200100904050709008060080701000026000500000020000010032000600100007090800,196248573278135964354769218462983751731526489589471326945817632823654197617392845
000000780068001050051080900000900020340006000009500607007025800100000002090800000,923654781468791253751283946576938124342176598819542637637425819185369472294817365
017000200000720010005000000000103000000007980801005027009000000406950000700004060,617538294348729615295641738972183456534267981861495327159376842486952173723814569
500090000010060070900700000200000140040000807000084000000000015050820730109503480,567498321812365974934712568298657143641239857375184692783946215456821739129573486
970020400208030050500000070059002000030100005000004300000006700480000060020710004,973625418218437659546981273859372146734169825162854397391546782487293561625718934
090070030061904020000000000800005013000000000006100907120700008005030090000500004,594672831361984725287351469872495613913867542456123987129746358745238196638519274
000300020000000500490005080004603002020040601007010000070000030300000000500904860,785396124231478596496125783154683972823749651967512348678251439349867215512934867
800000301640000020503000700400800079000500003030070002000017000000260000020900500,892756341647193825513428796465832179279541683138679452954317268781265934326984517
905300000018000090060790800000040000000807300080000014100905020200080075000000409,975368241318254796462791853621543987594817362783629514147935628239486175856172439
000400000850001904107020000000000600200100305980060000420500030008309000000040007,692435718853671924147928563314852679276194385985763241429587136768319452531246897
009000570508004000070020000800000060095807000020010030004000020000080056000106003,219638574568794312473521698841253967395867241726419835684375129137982456952146783
809320000000000030000840290092004003700050400408200600004910007000000000981036000,869321754247569138153847296592674813736158429418293675624915387375482961981736542
001000030700203506000901700300000100000809007007000025002104000000000950630005040,521678439798243516463951782386527194245819367917436825852194673174362958639785241
000930400050700000003200050200000930069000708401000000106003090000090080000600104,812935476954768312673214859287546931569321748431879265126483597745192683398657124
050000000304905000976040000000890170000000060090003208000210090600000302000608400,152386749384975621976142835265894173738521964491763258843217596617459382529638417
060190007005048090007000400426000000500000300000670040000407108010030000700200900,264193857135748692897526413426359781579814326381672549952467138618935274743281965
000900520200070004001804600940300050027000030000007000009786000080000000703000065,374961528268573194591824673946318257827659431135247986459786312682135749713492865
001000045080097020000103000000250008000009060200008003060004030003000900010902000,971826345384597126652143879736251498148379562295468713569784231423615987817932654
001304006020000000700900408002803500000007000004060093030701200007000000090000040,581374926429186375763925418972813564356497182814562793638741259247659831195238647
010008004700020003000000160020840050080100046005600000300000000060900300002000607,219368574756421983438795162623849751987153246145672839371286495564917328892534617
019008000600900041000005000004106853000080006002000100090402600200800900000003000,519248367628937541743615298974126853135789426862354179391472685257861934486593712
070800000500010000001009700003000690200000805600100430020500040709080000380060000,974835126562417389831629754413758692297346815658192437126573948749281563385964271
005000000304080000000900307000302090007400236080690700000830050106000009000000400,965743182374281965812956347641372598597418236283695714429837651136524879758169423
790000518840700900001000020010060000903405080400007002009000000000300060100500209,796243518842751936351689724217968453963425187485137692629814375574392861138576249
000003000030000002100400670076350100000000000200096000000200048005080700890070306,427963815638517492159428673976352184583741269214896537761235948345689721892174356
007000012300000400900708000070003000103070500004100060000025000000900100000007036,847536912365291478921748653276453891183679524594182367618325749732964185459817236
084090050000000700060000204205640007703080900000000000008000000300007008000860029,184792356932456781567138294215649837743281965896375412658924173329517648471863529
000501000000430700000080065100800020064000300000064001005000100042050000310009070,486571239529436718731982465157893624864215397293764851975328146642157983318649572
075029040804000500300000000600070000003500007900000600000603009000001230000098004,175829346864137592329465871658972413243516987917384625782643159496751238531298764
076900000200005000005000903000000006800201094702040800000006000007530000000400351,376914582291385647485762913954873126863251794712649835539126478147538269628497351
000060500026078000900000406000320070098004000000800300070000031000000000283600005,831469527426578193957132486145326879398754612762891354674985231519243768283617945
070300001000508600806000000003100000910020000600000109008094700700200800402005000,579346281321578694846912537253169478914827365687453129138694752795231846462785913
800010300052730008000060050000000095040080000308500000100000007700200000030006502,874915326652734918913862754267341895541689273398527461125498637786253149439176582
307500900506080000040002000070000009008300010000870634730000000004000008002004357,387541962526983471941762583673415829498326715215879634739258146154637298862194357
000002005009060040000001000006003400000020000047508630100000062090000104302100070,763492815819765243425381796586973421931624587247518639174859362698237154352146978
304007000001802600000000708000000409000000080790000300400700900005980002000051004,384697521571842693269135748856273419143569287792418356418726935635984172927351864
890007000070050030600800009500000900031000702009084000000030014000570008306008000,893467125274951836615823479568712943431695782729384651987236514142579368356148297
090800000804010900017040000030109200700035600000000004002008490000260007000000500,395826741864517923217943865436179258728435619951682374172358496589264137643791582
018574000700000090003060000020090000090001006000047008089000704004000060200000800,918574632762183495543962187421896573897351246635247918389615724154728369276439851
025034000000000000000590000002071000500600004109000002047000050000007080036408007,625134798394786521718592346462871935583629174179345862847213659251967483936458217
400100003000009002800600940095000000060000000080000405900006720300070050070802000,459128673617349582832657941295463817164785239783291465941536728328974156576812394
060050001300000000000000040502800000700030600000009020007906402004070000120500700,468753291395421876271698345542867913719235684683149527837916452954372168126584739
050600401001080002000900000800709000000020006005000290040010070700006000000230100,958672431671384952324951768832769514497125386165843297249518673713496825586237149
289000500000007900060800400056104008070000030020078000004000070000009200000580009,289413567145267983367895412956134728871952634423678195594321876638749251712586349
300010000001000098008600010904830000652009000080504000000900086070000050000000903,397218645261745398548693712914832567652179834783564129135927486479386251826451973
000000600001000035900700080030609050600040008500100000080970000020005007000206400,278351649461892735953764281837629154619547328542138976184973562326415897795286413
000000007190000650007209403000000030000908100052100076000061000070000000200500069,325416897194783652687259413941675238763928145852134976539861724476392581218547369
005070901300510087000000000530000000092600045060020000007036090006000008200190004,685374921324519687179862453538941276792683145461725839817436592946257318253198764
040095000800730000900002500000040300003026000400000219000000152580060047009000000,347695821825731496916482573792148365153926784468357219634879152581263947279514638
000000000426000080000007301000000038072000500503080104200409600100000009000008040,731896452426531987958247361614975238872314596593682174287459613145763829369128745
600000000784000050019000406000180000000576200000020160300010700020890000000003508,632457891784961352519238476276184935193576284845329167358612749427895613961743528
500003002074060003030700100100472000002008001040006000000090000690000030028000097,519843762274165983836729145183472659962358471745916328357294816691587234428631597
000040050000070000030002068850923010020050090040000000060004529200600300001009006,716348952982576143435192768857923614623451897149867235368714529294685371571239486
008100000000060710300000004053006000490500006000001000032004078040000200009280005,968147352524368719317925684753896421491572836286431597132654978845719263679283145
000103950090600004840000067000001045000079000078300000500090001002000000007000520,726143958395687214841925367239861745154279836678354192563792481412538679987416523
009502800000070902030000010000003008400090070060020000070000380003080004006000509,719542836684371952235968417597613248421895673368724195972456381153289764846137529
100000020000600405040100809001800504780040002000070100900013200050000900800906000,138594726279638415546127839321869574785341692694275183967413258453782961812956347
040001600003049000076083090000014000030000460005020001200000503004000010000000209,942571638813649725576283194628314957137895462495726381289167543754932816361458279
030000040800209006000040102060900000070083001008057000000090614200000070056070800,632715948841239756795846132163924587574683291928157463387592614219468375456371829
800064020103200000000090000070008003000900850090003000700100000080405300006000402,859364721163257948427891635275648193314972856698513274742136589981425367536789412
003001708480000500700040102009027050000060003000103800002000000304002000006400000,263951748481276539795348162639827451128564973547193826972615384314782695856439217
060900000002750890001400200009870000020000907800010030050108020000000000304000500,567982341432751896981436275649873152123564987875219634756198423218345769394627518
000009007000100004901800060460908700009002600120005000070000900300506000610400053,846259317752163894931874562463918725589742631127635489275381946394526178618497253
400000100000003090630004007050302640700000300000810000001000204000200800000580713,427958136185763492639124587958372641716495328342816975891637254573241869264589713
002006000000005123100400700600000000000380050045000090004008005307060008000001200,732196584469875123158423769693254871271389456845617392924738615317562948586941237
001023080500100003000800041000790400003000600800030020010040050090200000400005007,741923586589164273236857941152796438973482615864531729617349852395278164428615397
400710000006900000070002000002004000651300402300060900005000100030070009018400750,483715296126943578579682341892154637651397482347268915765839124234571869918426753
000000002000300000460007000037800000090005700600100800050006920800200050070504301,913468572785312469462957138537849216198625743624173895351786924849231657276594381
930000000000000805000020040000012060009000000500300020001094086006700050204036910,935468172642173895817925643473812569129657438568349721751294386396781254284536917
600800013080064000000005000400306000000907200500000008000000800050010020039000071,625879413387164592941235786492386157168957234573421968216793845754618329839542671
003960452010000907000740060045000000900000710620000500800150003000080000004270000,783961452416532987259748361145397826938625714627814539872159643391486275564273198
040900005060000210900020068000006000010840000300007002003004080200030900000000006,142968735865473219937125468524396871716842593389517642693254187278631954451789326
000003402030000096700200000000801670000005308005037024007040000010002080900000000,891763452532184796764259831243891675679425318185637924327548169416972583958316247
003107040050203008040090300309000107010000000500000600000708020000900005801060000,693187542157243968248596371369824157714659283582371694935718426476932815821465739
000080000800400050050031000900710030002004000430050000060005201100000000004093008,643587912871429653259631874985712436712364589436958127367845291198276345524193768
050000090100007803000003046300060902006002400470300000000205000018030000000000007,853426791164957823729813546381564972596172438472398165647285319218739654935641287
000009000040000032608340000010000065009004800000500000000050100800970300071200009,123769458947185632658342791714893265539624817286517943392458176865971324471236589
600040900017000002940060801103000009890000060000000000080400030060003100400970020,658142973317598642942367851173654289894721365526839417289415736765283194431976528
100007000000800007500060400230004509000009040000500000063025000805000020400001090,182457936346892157579163482238614579651279348794538261963725814815946723427381695
